author,file,label,lat,license,lon,observation_id,observed_on,page_id,photo_id,source,source_url
"<a href=""//commons.wikimedia.org/wiki/User:IvoShandor"" title=""User:IvoShandor"">IvoShandor</a>",ai_dataset/negative/commons_2888831.jpg,no_niscalo,,cc by 2.5,,,,2888831,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:White_Pines_Forest_State_Park_Pine_Stand6.JPG
heavykevy13,ai_dataset/positive/inat_395610472_725674775.jpg,niscalo,46.4695829452,cc-by,-86.6765847802,395610472,2026-08-29,,725674775,iNaturalist,https://www.inaturalist.org/observations/395610472
pushy,ai_dataset/positive/inat_394873396_723969000.jpg,niscalo,46.4542833333,cc-by,-86.6832966667,394873396,2026-08-26,,723969000,iNaturalist,https://www.inaturalist.org/observations/394873396
sam1615,ai_dataset/positive/inat_400966279_735891723.jpg,niscalo,54.1222221667,cc-by,27.6085383333,400966279,2026-09-17,,735891723,iNaturalist,https://www.inaturalist.org/observations/400966279
"<a href=""//commons.wikimedia.org/wiki/User:Z3lvs"" title=""User:Z3lvs"">Z3lvs</a>",ai_dataset/negative/commons_177097771.jpg,no_niscalo,,cc by-sa 4.0,,,,177097771,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sierra_Madre_del_Sur_Pine-Oak_Forests_Ecoregion.png
sowjaka,ai_dataset/positive/inat_396299306_726765397.jpg,niscalo,55.2997916667,cc-by,58.1369555556,396299306,2026-08-25,,726765397,iNaturalist,https://www.inaturalist.org/observations/396299306
jokerrr83,ai_dataset/positive/inat_400559868_735080626.jpg,niscalo,50.20741786,cc-by,13.94698626,400559868,2026-09-15,,735080626,iNaturalist,https://www.inaturalist.org/observations/400559868
"Andrew Coelho <a rel=""nofollow"" class=""external text"" href=""https://unsplash.com/@andrewcoelho"">andrewcoelho</a>",ai_dataset/negative/commons_62233566.jpg,no_niscalo,,cc0,,,,62233566,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Lush_green_pine_forest_(Unsplash).jpg
"<a href=""//commons.wikimedia.org/wiki/User:IvoShandor"" title=""User:IvoShandor"">IvoShandor</a>",ai_dataset/negative/commons_2888817.jpg,no_niscalo,,cc by 2.5,,,,2888817,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:White_Pines_Forest_State_Park_Pine_Stand3.JPG
rylan-nimmo,ai_dataset/positive/inat_401915189_737746354.jpg,niscalo,54.1710583333,cc0,-2.7857527778,401915189,2026-09-20,,737746354,iNaturalist,https://www.inaturalist.org/observations/401915189
Z3lvs,ai_dataset/negative/commons_142700099.jpg,no_niscalo,,cc0,,,,142700099,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_30.jpg
"<a href=""//commons.wikimedia.org/wiki/User:%D0%9C%D0%BE%D0%BA%D1%80%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE"" title=""User:Мокрицький Павло"">Мокрицький Павло</a>",ai_dataset/negative/commons_107001834.jpg,no_niscalo,,cc by-sa 4.0,,,,107001834,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:IMGP0655_Сосновий_ліс_на_куті_край_села.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Argenberg"" title=""User:Argenberg"">Vyacheslav Argenberg</a>",ai_dataset/negative/commons_178676389.jpg,no_niscalo,,cc by 4.0,,,,178676389,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ergaki,_Artists'_Lake_and_pine_trees,_Sayan_Mountains,_Russia.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Alexkom000"" title=""User:Alexkom000"">Alexkom000</a>",ai_dataset/negative/commons_176164687.jpg,no_niscalo,,cc by 4.0,,,,176164687,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2025-10-05_Pine_forest_north_of_Ferrel_1.jpg
rylan-nimmo,ai_dataset/positive/inat_401915189_737746306.jpg,niscalo,54.1710583333,cc0,-2.7857527778,401915189,2026-09-20,,737746306,iNaturalist,https://www.inaturalist.org/observations/401915189
linum_voluntamagnum,ai_dataset/positive/inat_397719184_729501638.jpg,niscalo,54.5059245672,cc0,22.9328726605,397719184,2026-09-06,,729501638,iNaturalist,https://www.inaturalist.org/observations/397719184
"<a href=""//commons.wikimedia.org/wiki/User:Argenberg"" title=""User:Argenberg"">Vyacheslav Argenberg</a>",ai_dataset/negative/commons_177631845.jpg,no_niscalo,,cc by 4.0,,,,177631845,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ergaki,_Siberian_pine_forest,_Spruce_forest,_Sayan_Mountains,_Siberia,_Russia.jpg"
igor322,ai_dataset/positive/inat_399846103_733646169.jpg,niscalo,55.8973107705,cc0,41.7953963811,399846103,2026-09-13,,733646169,iNaturalist,https://www.inaturalist.org/observations/399846103
"<a href=""//commons.wikimedia.org/wiki/User:Rowyn_flowerdew"" title=""User:Rowyn flowerdew"">Rowyn flowerdew</a>",ai_dataset/negative/commons_185903102.jpg,no_niscalo,,cc0,,,,185903102,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Caledonian_scots_pine_forest_at_lochan_glencoe.webp
sowjaka,ai_dataset/positive/inat_396299484_726765900.jpg,niscalo,55.2998194444,cc-by,58.1368722222,396299484,2026-08-25,,726765900,iNaturalist,https://www.inaturalist.org/observations/396299484
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195682.jpg,no_niscalo,,cc by 4.0,,,,167195682,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_09.jpg"
yazykov_mv,ai_dataset/positive/inat_400165512_734276741.jpg,niscalo,56.4338111667,cc-by,44.8536415,400165512,2026-09-13,,734276741,iNaturalist,https://www.inaturalist.org/observations/400165512
sowjaka,ai_dataset/positive/inat_396066467_726310159.jpg,niscalo,55.2997611111,cc-by,58.1369833333,396066467,2026-08-25,,726310159,iNaturalist,https://www.inaturalist.org/observations/396066467
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195685.jpg,no_niscalo,,cc by 4.0,,,,167195685,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_11.jpg"
fihu,ai_dataset/positive/inat_401795983_737514160.jpg,niscalo,53.0360916667,cc-by,9.2889466667,401795983,2026-09-18,,737514160,iNaturalist,https://www.inaturalist.org/observations/401795983
tyler_hacking,ai_dataset/positive/inat_400099625_734143482.jpg,niscalo,40.63523624,cc-by,-110.91776517,400099625,2026-09-13,,734143482,iNaturalist,https://www.inaturalist.org/observations/400099625
solundergang,ai_dataset/positive/inat_396411440_726981691.jpg,niscalo,57.0814239722,cc0,53.9946699722,396411440,2026-08-30,,726981691,iNaturalist,https://www.inaturalist.org/observations/396411440
solundergang,ai_dataset/positive/inat_394417558_723074610.jpg,niscalo,57.0809089722,cc0,53.977865,394417558,2026-08-25,,723074610,iNaturalist,https://www.inaturalist.org/observations/394417558
johan8153,ai_dataset/positive/inat_399526546_733021092.jpg,niscalo,58.6142891607,cc-by,17.1436851377,399526546,2026-09-12,,733021092,iNaturalist,https://www.inaturalist.org/observations/399526546
sowjaka,ai_dataset/positive/inat_396299530_726766020.jpg,niscalo,55.2998194444,cc-by,58.1368722222,396299530,2026-08-25,,726766020,iNaturalist,https://www.inaturalist.org/observations/396299530
"<a href=""//commons.wikimedia.org/w/index.php?title=User:LT_sfm&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:LT sfm (page does not exist)"">LT sfm</a>",ai_dataset/negative/commons_85630836.jpg,no_niscalo,,cc by-sa 4.0,,,,85630836,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Seopori_pine_forest_promenade.jpg
"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/20909"">geojoc</a>",ai_dataset/negative/commons_14063136.jpg,no_niscalo,,cc by-sa 2.0,,,,14063136,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Caledonian_pine_forest._-_geograph.org.uk_-_1333207.jpg
sofiazed1,ai_dataset/positive/inat_394558560_723345921.jpg,niscalo,-33.7564334899,cc-by,151.1108139427,394558560,2026-08-19,,723345921,iNaturalist,https://www.inaturalist.org/observations/394558560
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Sridharao&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sridharao (page does not exist)"">Sridhar Rao</a>",ai_dataset/negative/commons_86439271.jpg,no_niscalo,,cc by-sa 4.0,,,,86439271,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Mountain_pine_forest.jpg
christinasensulatu,ai_dataset/positive/inat_400148208_734254582.jpg,niscalo,49.6036909091,cc-by,12.2671131045,400148208,2026-09-13,,734254582,iNaturalist,https://www.inaturalist.org/observations/400148208
evgeniy_marinkin,ai_dataset/positive/inat_394663868_723575238.jpg,niscalo,55.3457216699,cc-by,59.4528019801,394663868,2026-08-26,,723575238,iNaturalist,https://www.inaturalist.org/observations/394663868
sowjaka,ai_dataset/positive/inat_396066385_726302489.jpg,niscalo,55.299825,cc-by,58.1368916667,396066385,2026-08-25,,726302489,iNaturalist,https://www.inaturalist.org/observations/396066385
nataliaaa68,ai_dataset/positive/inat_398708234_731434104.jpg,niscalo,57.9929709014,cc-by,56.1520879716,398708234,2026-09-08,,731434104,iNaturalist,https://www.inaturalist.org/observations/398708234
davidsandler,ai_dataset/positive/inat_402124189_738169956.jpg,niscalo,48.4046147997,cc-by,15.1348980997,402124189,2026-09-20,,738169956,iNaturalist,https://www.inaturalist.org/observations/402124189
irinahohryakova,ai_dataset/positive/inat_394249747_722742369.jpg,niscalo,57.853475,cc-by,55.8161166667,394249747,2026-08-24,,722742369,iNaturalist,https://www.inaturalist.org/observations/394249747
sowjaka,ai_dataset/positive/inat_396066385_726310000.jpg,niscalo,55.299825,cc-by,58.1368916667,396066385,2026-08-25,,726310000,iNaturalist,https://www.inaturalist.org/observations/396066385
"<a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161024110724/http://www.panoramio.com/user/3985956?with_photo_id=82462205"">Jaseem Hamza</a>",ai_dataset/negative/commons_55752580.jpg,no_niscalo,,cc by 3.0,,,,55752580,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vagamon_Pine_Forest_-_panoramio_(4).jpg
jokerrr83,ai_dataset/positive/inat_401346040_736624599.jpg,niscalo,50.28224793,cc-by,13.83261357,401346040,2026-09-18,,736624599,iNaturalist,https://www.inaturalist.org/observations/401346040
igor117,ai_dataset/positive/inat_402208351_738331739.jpg,niscalo,51.83109245,cc-by,25.72942247,402208351,2026-09-21,,738331739,iNaturalist,https://www.inaturalist.org/observations/402208351
igor322,ai_dataset/positive/inat_399849365_733653515.jpg,niscalo,55.8904471665,cc0,41.8052379794,399849365,2026-09-13,,733653515,iNaturalist,https://www.inaturalist.org/observations/399849365
igor322,ai_dataset/positive/inat_399846103_733646172.jpg,niscalo,55.8973107705,cc0,41.7953963811,399846103,2026-09-13,,733646172,iNaturalist,https://www.inaturalist.org/observations/399846103
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Dimaniznik&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Dimaniznik (page does not exist)"">Dimaniznik</a>",ai_dataset/negative/commons_32937770.jpg,no_niscalo,,cc by-sa 3.0,,,,32937770,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_forest_next_Riga_(Latvia).JPG
"<a href=""//commons.wikimedia.org/wiki/User:KLOTZ"" title=""User:KLOTZ"">JERRYE AND ROY KLOTZ MD</a>",ai_dataset/negative/commons_24824664.jpg,no_niscalo,,cc by-sa 3.0,,,,24824664,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:BRISTLECONE_PINE_FOREST,_INYO_COUNTY,_CA.jpg"
viktoriabilous,ai_dataset/positive/inat_402120066_738161851.jpg,niscalo,60.9979749722,cc-by,69.0338349722,402120066,2026-09-21,,738161851,iNaturalist,https://www.inaturalist.org/observations/402120066
brettpim,ai_dataset/positive/inat_398258021_730552360.jpg,niscalo,45.41949384,cc-by-sa,-75.82872447,398258021,2026-09-07,,730552360,iNaturalist,https://www.inaturalist.org/observations/398258021
Z3lvs,ai_dataset/negative/commons_142699846.jpg,no_niscalo,,cc0,,,,142699846,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_2.jpg
"<b><span class=""plainlinks""><a class=""external text"" href=""https://commons.wikimedia.org/wiki/User:A.Savin"">A.Savin</a></span></b>",ai_dataset/negative/commons_29237085.jpg,no_niscalo,,cc by-sa 3.0,,,,29237085,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Niederlausitz_08-13_img20_Naturpark_Schlaubetal.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Argenberg"" title=""User:Argenberg"">Vyacheslav Argenberg</a>",ai_dataset/negative/commons_103743437.jpg,no_niscalo,,cc by 4.0,,,,103743437,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Kullu_Valley,_Manali,_Pine_forest,_India.jpg"
sam1615,ai_dataset/positive/inat_400966279_735891734.jpg,niscalo,54.1222221667,cc-by,27.6085383333,400966279,2026-09-17,,735891734,iNaturalist,https://www.inaturalist.org/observations/400966279
sarie_parie,ai_dataset/positive/inat_395303172_724810916.jpg,niscalo,60.7691702382,cc0,23.3756265789,395303172,2026-08-28,,724810916,iNaturalist,https://www.inaturalist.org/observations/395303172
solundergang,ai_dataset/positive/inat_394419280_723077749.jpg,niscalo,57.080897,cc0,53.97746,394419280,2026-08-25,,723077749,iNaturalist,https://www.inaturalist.org/observations/394419280
"<a href=""//commons.wikimedia.org/wiki/User:Brandonrush"" title=""User:Brandonrush"">Brandonrush</a>",ai_dataset/negative/commons_159323817.jpg,no_niscalo,,cc0,,,,159323817,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_City_Natural_Area.jpg
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Dongminhhiep&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Dongminhhiep (page does not exist)"">Dongminhhiep</a>",ai_dataset/negative/commons_79238636.jpg,no_niscalo,,cc by-sa 4.0,,,,79238636,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_forest_and_beech_forest.jpg
jonas75444,ai_dataset/positive/inat_396375982_726915257.jpg,niscalo,47.4991033333,cc-by,12.7059333333,396375982,2026-09-01,,726915257,iNaturalist,https://www.inaturalist.org/observations/396375982
"<a href=""//commons.wikimedia.org/wiki/User:Argenberg"" title=""User:Argenberg"">Vyacheslav Argenberg</a>",ai_dataset/negative/commons_177631844.jpg,no_niscalo,,cc by 4.0,,,,177631844,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ergaki,_Siberian_pine_forest,_Spruce_forest,_Taiga,_Sayan_Mountains,_Siberia,_Russia.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Christophe95"" title=""User:Christophe95"">Christophe95</a>",ai_dataset/negative/commons_98686831.jpg,no_niscalo,,cc by-sa 4.0,,,,98686831,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Samneung_Pine_Forest_2.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Thunder60447"" title=""User:Thunder60447"">Thunder60447</a>",ai_dataset/negative/commons_194480165.jpg,no_niscalo,,cc by 4.0,,,,194480165,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_Inn_Summerville_SC_Entrance.jpg
yazykov_mv,ai_dataset/positive/inat_400165512_734276716.jpg,niscalo,56.4338111667,cc-by,44.8536415,400165512,2026-09-13,,734276716,iNaturalist,https://www.inaturalist.org/observations/400165512
Z3lvs,ai_dataset/negative/commons_142699981.jpg,no_niscalo,,cc0,,,,142699981,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_21.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195657.jpg,no_niscalo,,cc by 4.0,,,,167195657,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_02.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Argenberg"" title=""User:Argenberg"">Vyacheslav Argenberg</a>",ai_dataset/negative/commons_177631860.jpg,no_niscalo,,cc by 4.0,,,,177631860,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ergaki,_Siberian_pine_forest,_Spruce_forest,_Taiga_wilderness,_Sayan_Mountains,_Siberia,_Russia.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195688.jpg,no_niscalo,,cc by 4.0,,,,167195688,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_12.jpg"
jokerrr83,ai_dataset/positive/inat_400559868_735080567.jpg,niscalo,50.20741786,cc-by,13.94698626,400559868,2026-09-15,,735080567,iNaturalist,https://www.inaturalist.org/observations/400559868
"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/77742560@N06"">shankar s.</a> from Dubai, united arab emirates",ai_dataset/negative/commons_67769957.jpg,no_niscalo,,cc by 2.0,,,,67769957,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Back_into_the_artificial_pine_forest_and_driving_past_spice_gardens_(28277970710).jpg
arthur_ab_frogman,ai_dataset/positive/inat_395053038_724320055.jpg,niscalo,45.3605033333,cc-by,-75.6938466667,395053038,2026-08-26,,724320055,iNaturalist,https://www.inaturalist.org/observations/395053038
sowjaka,ai_dataset/positive/inat_396299484_726765866.jpg,niscalo,55.2998194444,cc-by,58.1368722222,396299484,2026-08-25,,726765866,iNaturalist,https://www.inaturalist.org/observations/396299484
"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/43457"">Alan Hunt</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Pine_plantations,_Swinley_Forest_-_geograph.org.uk_-_3491500.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png?utm_source=commons.wikimedia.org&amp;utm_campaign=parser&amp;utm_content=thumbnail"" decoding=""async"" loading=""lazy"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",ai_dataset/negative/commons_117751925.jpg,no_niscalo,,cc by-sa 2.0,,,,117751925,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Pine_plantations,_Swinley_Forest_-_geograph.org.uk_-_3491500.jpg"
jbeusmans,ai_dataset/positive/inat_400837226_735627497.jpg,niscalo,43.1384653113,cc0,-72.7058086399,400837226,2026-09-16,,735627497,iNaturalist,https://www.inaturalist.org/observations/400837226
"<a href=""//commons.wikimedia.org/wiki/User:Z3lvs"" title=""User:Z3lvs"">Z3lvs</a>",ai_dataset/negative/commons_177097772.jpg,no_niscalo,,cc by-sa 4.0,,,,177097772,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sierra_Madre_de_Oaxaca_Pine-Oak_Forests_Ecoregion.png
jokerrr83,ai_dataset/positive/inat_401346040_736624535.jpg,niscalo,50.28224793,cc-by,13.83261357,401346040,2026-09-18,,736624535,iNaturalist,https://www.inaturalist.org/observations/401346040
pushy,ai_dataset/positive/inat_394873396_723968980.jpg,niscalo,46.4542833333,cc-by,-86.6832966667,394873396,2026-08-26,,723968980,iNaturalist,https://www.inaturalist.org/observations/394873396
jokerrr83,ai_dataset/positive/inat_401347450_736627042.jpg,niscalo,50.28279747,cc-by,13.83196609,401347450,2026-09-18,,736627042,iNaturalist,https://www.inaturalist.org/observations/401347450
jokerrr83,ai_dataset/positive/inat_401345377_736623031.jpg,niscalo,50.28265314,cc-by,13.83203991,401345377,2026-09-18,,736623031,iNaturalist,https://www.inaturalist.org/observations/401345377
sowjaka,ai_dataset/positive/inat_396064187_726298412.jpg,niscalo,55.2998333333,cc-by,58.1371888889,396064187,2026-08-25,,726298412,iNaturalist,https://www.inaturalist.org/observations/396064187
Z3lvs,ai_dataset/negative/commons_142699908.jpg,no_niscalo,,cc0,,,,142699908,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_7.jpg
anarkhyra,ai_dataset/positive/inat_402099229_738120355.jpg,niscalo,46.8777954034,cc0,-71.3676770031,402099229,2026-09-19,,738120355,iNaturalist,https://www.inaturalist.org/observations/402099229
eoleol,ai_dataset/positive/inat_399585266_733132909.jpg,niscalo,52.8954238889,cc-by,23.8785877222,399585266,2026-09-12,,733132909,iNaturalist,https://www.inaturalist.org/observations/399585266
yggdrasi,ai_dataset/positive/inat_399052528_732100159.jpg,niscalo,40.6935554,cc-by,-110.9594541,399052528,2026-09-09,,732100159,iNaturalist,https://www.inaturalist.org/observations/399052528
naturalist57011,ai_dataset/positive/inat_398130888_730302159.jpg,niscalo,56.8119305556,cc-by,37.3861222222,398130888,2026-09-06,,730302159,iNaturalist,https://www.inaturalist.org/observations/398130888
"<a href=""//commons.wikimedia.org/wiki/User:Z3lvs"" title=""User:Z3lvs"">Z3lvs</a>",ai_dataset/negative/commons_177097776.jpg,no_niscalo,,cc by-sa 4.0,,,,177097776,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Trans-Mexican_Volcanic_Belt_Pine-Oak_Forests_Ecoregion.png
relew,ai_dataset/positive/inat_402157566_738236232.jpg,niscalo,54.7239500558,cc-by,52.163811475,402157566,2026-09-21,,738236232,iNaturalist,https://www.inaturalist.org/observations/402157566
"<a href=""//commons.wikimedia.org/wiki/User:Argenberg"" title=""User:Argenberg"">Vyacheslav Argenberg</a>",ai_dataset/negative/commons_165094741.jpg,no_niscalo,,cc by 4.0,,,,165094741,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Olkhon_Island,_Pine_forest,_Lake_Baikal,_Russia.jpg"
andrejus,ai_dataset/positive/inat_398831792_731667971.jpg,niscalo,55.18948791,cc-by,25.8151125501,398831792,2026-09-08,,731667971,iNaturalist,https://www.inaturalist.org/observations/398831792
sowjaka,ai_dataset/positive/inat_396162690_726490121.jpg,niscalo,55.2997777778,cc-by,58.1369222222,396162690,2026-08-25,,726490121,iNaturalist,https://www.inaturalist.org/observations/396162690
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Lathiot&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Lathiot (page does not exist)"">Lathiot</a>",ai_dataset/negative/commons_138544163.jpg,no_niscalo,,cc by-sa 4.0,,,,138544163,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_Dicti_Mountain.jpg
"<a href=""//commons.wikimedia.org/wiki/User:Dotun55"" title=""User:Dotun55"">Dotun55</a>",ai_dataset/negative/commons_60451569.jpg,no_niscalo,,cc by-sa 4.0,,,,60451569,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ngwo_pine_forest.ogv
"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/25219"">Julian P Guffogg</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:Pine_Trees_in_Bedgebury_Forest_-_geograph.org.uk_-_3524546.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png?utm_source=commons.wikimedia.org&amp;utm_campaign=parser&amp;utm_content=thumbnail"" decoding=""async"" loading=""lazy"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>",ai_dataset/negative/commons_118039361.jpg,no_niscalo,,cc by-sa 2.0,,,,118039361,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Trees_in_Bedgebury_Forest_-_geograph.org.uk_-_3524546.jpg
rust_bucket,ai_dataset/positive/inat_400727593_735412941.jpg,niscalo,44.3160714997,cc-by,-70.66298,400727593,2026-09-15,,735412941,iNaturalist,https://www.inaturalist.org/observations/400727593
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195684.jpg,no_niscalo,,cc by 4.0,,,,167195684,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_10.jpg"
andrejus,ai_dataset/positive/inat_398801749_731584238.jpg,niscalo,55.1904486801,cc-by,25.79064294,398801749,2026-09-05,,731584238,iNaturalist,https://www.inaturalist.org/observations/398801749
Z3lvs,ai_dataset/negative/commons_142700092.jpg,no_niscalo,,cc0,,,,142700092,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_28.jpg
andrejus,ai_dataset/positive/inat_399996829_733925577.jpg,niscalo,55.18748052,cc-by,25.78108746,399996829,2026-09-13,,733925577,iNaturalist,https://www.inaturalist.org/observations/399996829
sowjaka,ai_dataset/positive/inat_396162690_726490931.jpg,niscalo,55.2997777778,cc-by,58.1369222222,396162690,2026-08-25,,726490931,iNaturalist,https://www.inaturalist.org/observations/396162690
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195681.jpg,no_niscalo,,cc by 4.0,,,,167195681,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_08.jpg"
sowjaka,ai_dataset/positive/inat_396299344_726765442.jpg,niscalo,55.2997916667,cc-by,58.1369555556,396299344,2026-08-25,,726765442,iNaturalist,https://www.inaturalist.org/observations/396299344
yggdrasi,ai_dataset/positive/inat_399052528_732100065.jpg,niscalo,40.6935554,cc-by,-110.9594541,399052528,2026-09-09,,732100065,iNaturalist,https://www.inaturalist.org/observations/399052528
Z3lvs,ai_dataset/negative/commons_142700069.jpg,no_niscalo,,cc0,,,,142700069,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_26.jpg
terolinjama,ai_dataset/positive/inat_402177085_738270794.jpg,niscalo,60.7454152715,cc0,21.7561518924,402177085,2026-09-17,,738270794,iNaturalist,https://www.inaturalist.org/observations/402177085
evgeniy_marinkin,ai_dataset/positive/inat_394663868_723555505.jpg,niscalo,55.3457216699,cc-by,59.4528019801,394663868,2026-08-26,,723555505,iNaturalist,https://www.inaturalist.org/observations/394663868
daniel_buczkiewicz,ai_dataset/positive/inat_400186286_734318360.jpg,niscalo,50.2705217581,cc-by,16.8668299913,400186286,2026-09-14,,734318360,iNaturalist,https://www.inaturalist.org/observations/400186286
"<a href=""//commons.wikimedia.org/wiki/User:Gilangsmntr"" title=""User:Gilangsmntr"">Gilangsmntr</a>",ai_dataset/negative/commons_59717150.jpg,no_niscalo,,cc by-sa 4.0,,,,59717150,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_(Gn._Halimun_Salak_National_Park)_03.jpg
